@RELATION training_tutorial1

    @ATTRIBUTE pacman_posx NUMERIC
    @ATTRIBUTE pacman_posy NUMERIC
    @ATTRIBUTE go_north {0,1}
    @ATTRIBUTE go_south {0,1}
    @ATTRIBUTE go_east {0,1}
    @ATTRIBUTE go_west {0,1}
    @ATTRIBUTE stop {0,1}
    @ATTRIBUTE living_ghosts_1 {1, 0}
    @ATTRIBUTE ghost_1_posx NUMERIC
    @ATTRIBUTE ghost_1_posy NUMERIC
    @ATTRIBUTE living_ghosts_2 {1, 0}
    @ATTRIBUTE ghost_2_posx NUMERIC
    @ATTRIBUTE ghost_2_posy NUMERIC
    @ATTRIBUTE living_ghosts_3 {1, 0}
    @ATTRIBUTE ghost_3_posx NUMERIC
    @ATTRIBUTE ghost_3_posy NUMERIC
    @ATTRIBUTE living_ghosts_4 {1, 0}
    @ATTRIBUTE ghost_4_posx NUMERIC
    @ATTRIBUTE ghost_4_posy NUMERIC
    @ATTRIBUTE distance_dot NUMERIC
    @ATTRIBUTE score NUMERIC
    @ATTRIBUTE move {North, South, East, West, Stop}
    @ATTRIBUTE next_score NUMERIC
    @ATTRIBUTE next_move {North, South, East, West, Stop}

@data
23,3,1,0,1,1,1,1,1,1,1,3,1,1,5,1,0,25,13,0,541,North,540,North
23,4,1,1,1,1,1,1,1,1,1,3,1,1,5,1,0,25,13,0,540,North,539,North
23,5,1,1,1,0,1,1,1,1,1,3,1,1,5,1,0,25,13,0,539,North,538,North
23,6,1,1,1,1,1,1,1,1,1,3,1,1,5,1,0,25,14,0,538,North,537,North
23,7,1,1,1,0,1,1,1,1,1,3,1,1,5,1,0,25,14,0,537,North,536,North
23,8,1,1,1,1,1,1,1,1,1,3,1,1,5,1,0,25,14,0,536,North,535,North
23,9,1,1,1,0,1,1,1,1,1,3,1,1,5,1,0,24,14,0,535,North,534,West
23,10,1,1,1,1,1,1,1,1,1,3,1,1,5,1,0,24,14,0,534,West,533,West
22,10,1,0,1,1,1,1,1,1,1,3,1,1,5,1,0,23,14,0,533,West,532,West
21,10,0,0,1,1,1,1,1,1,1,3,1,1,5,1,0,24,14,0,532,West,531,North
20,10,1,0,1,1,1,1,1,1,1,3,1,1,5,1,0,25,14,0,531,North,530,North
20,11,1,1,0,1,1,1,1,1,1,3,1,1,5,1,0,25,13,0,530,North,529,North
20,12,1,1,0,1,1,1,1,1,1,3,1,1,5,1,0,25,13,0,529,North,528,North
20,13,1,1,0,1,1,1,1,1,1,3,1,1,5,1,0,25,14,0,528,North,527,North
20,14,1,1,0,1,1,1,1,1,1,3,1,1,5,1,0,25,13,0,527,North,526,East
20,15,1,1,1,0,1,1,1,1,1,3,1,1,5,1,0,25,13,0,526,East,525,East
21,15,1,0,1,1,1,1,1,1,1,3,1,1,5,1,0,25,14,0,525,East,524,East
22,15,1,1,1,1,1,1,1,1,1,3,1,1,5,1,0,25,15,0,524,East,523,East
23,15,1,1,1,1,1,1,1,1,1,3,1,1,5,1,0,25,15,0,523,East,522,East
24,15,1,1,1,1,1,1,1,1,1,3,1,1,5,1,0,25,14,0,522,East,521,South
25,15,1,1,0,1,1,1,1,1,1,3,1,1,5,1,0,25,13,0,521,South,520,South
1,6,0,1,1,0,1,0,6,4,0,8,6,0,11,3,0,16,6,0,0,East,-1,East
2,6,0,0,1,1,1,0,5,4,0,7,6,0,10,3,0,16,6,0,-1,East,-2,East
3,6,0,0,1,1,1,0,4,4,0,8,6,0,11,3,0,15,6,0,-2,East,-3,East
4,6,0,0,1,1,1,0,3,4,0,7,6,0,11,3,0,14,6,0,-3,East,-4,East
5,6,0,0,1,1,1,0,3,4,0,7,6,0,12,3,0,14,5,0,-4,East,195,East
6,6,0,0,1,1,1,0,3,4,1,3,1,0,13,3,0,14,5,0,195,East,194,South
7,6,0,1,1,1,1,0,4,4,1,3,1,0,13,4,0,14,4,0,194,South,193,South
7,5,1,1,0,0,1,0,4,4,1,3,1,0,13,3,0,15,4,0,193,South,192,West
7,4,1,1,1,1,1,0,4,4,1,3,1,0,14,3,0,15,4,0,192,West,191,West
6,4,0,1,1,1,1,0,5,4,1,3,1,0,15,3,0,16,4,0,191,West,390,East
5,4,0,1,1,1,1,1,1,1,1,3,1,0,15,3,0,16,3,0,390,East,389,East
6,4,0,1,1,1,1,1,1,1,1,3,1,0,16,3,0,16,4,0,389,East,388,East
7,4,1,1,1,1,1,1,1,1,1,3,1,0,16,4,0,16,4,0,388,East,387,East
8,4,0,1,1,1,1,1,1,1,1,3,1,0,15,4,0,16,4,0,387,East,386,East
9,4,0,1,1,1,1,1,1,1,1,3,1,0,15,3,0,15,4,0,386,East,385,East
10,4,0,1,1,1,1,1,1,1,1,3,1,0,16,3,0,15,3,0,385,East,384,East
11,4,0,1,1,1,1,1,1,1,1,3,1,0,17,3,0,15,3,0,384,East,383,East
12,4,0,1,1,1,1,1,1,1,1,3,1,0,17,3,0,14,3,0,383,East,382,East
13,4,0,1,1,1,1,1,1,1,1,3,1,0,17,4,0,14,4,0,382,East,381,East
14,4,1,1,1,1,1,1,1,1,1,3,1,0,16,4,0,15,4,0,381,East,580,East
15,4,0,1,1,1,1,1,1,1,1,3,1,0,17,4,1,16,4,0,580,East,579,East
16,4,1,1,1,1,1,1,1,1,1,3,1,0,18,4,1,7,1,0,579,East,578,East
1,11,0,1,1,0,1,0,6,5,0,6,9,0,8,11,0,14,6,14,0,East,-1,East
2,11,0,0,1,1,1,0,5,5,0,6,9,0,7,11,0,14,6,13,-1,East,-2,East
3,11,0,0,1,1,1,0,5,5,0,5,9,0,6,11,0,14,7,12,-2,East,-3,East
4,11,0,0,1,1,1,0,4,5,0,5,10,0,6,11,0,15,7,11,-3,East,196,East
5,11,0,1,1,1,1,0,4,5,1,3,1,0,6,11,0,15,7,10,196,East,395,East
6,11,0,1,1,1,1,0,4,5,1,3,1,1,5,1,0,14,7,9,395,East,394,East
7,11,0,0,1,1,1,0,4,4,1,3,1,1,5,1,0,13,7,8,394,East,393,East
8,11,0,0,1,1,1,0,4,4,1,3,1,1,5,1,0,13,8,7,393,East,392,East
9,11,0,0,1,1,1,0,4,5,1,3,1,1,5,1,0,12,8,6,392,East,391,East
10,11,0,1,1,1,1,0,4,5,1,3,1,1,5,1,0,12,7,5,391,East,390,South
11,11,0,1,1,1,1,0,4,4,1,3,1,1,5,1,0,12,7,4,390,South,389,South
11,10,1,1,0,1,1,0,3,4,1,3,1,1,5,1,0,13,7,3,389,South,388,East
11,9,1,0,1,1,1,0,3,3,1,3,1,1,5,1,0,13,8,4,388,East,387,East
12,9,0,1,1,1,1,0,3,3,1,3,1,1,5,1,0,13,7,3,387,East,386,West
13,9,0,1,1,1,1,0,3,3,1,3,1,1,5,1,0,12,7,2,386,West,385,South
12,9,0,1,1,1,1,0,3,3,1,3,1,1,5,1,0,12,7,3,385,South,584,North
12,8,1,1,1,0,1,0,4,3,1,3,1,1,5,1,1,7,1,4,584,North,583,West
12,9,0,1,1,1,1,0,4,3,1,3,1,1,5,1,1,7,1,3,583,West,582,West
11,9,1,0,1,1,1,0,4,4,1,3,1,1,5,1,1,7,1,4,582,West,581,South
10,9,1,1,1,1,1,0,3,4,1,3,1,1,5,1,1,7,1,3,581,South,580,South
10,8,1,1,0,1,1,0,3,4,1,3,1,1,5,1,1,7,1,2,580,South,579,South
10,7,1,1,0,1,1,0,3,3,1,3,1,1,5,1,1,7,1,1,579,South,678,West
10,6,1,1,0,1,1,0,4,3,1,3,1,1,5,1,1,7,1,8,678,West,677,West
9,6,1,1,1,1,1,0,4,3,1,3,1,1,5,1,1,7,1,9,677,West,676,South
8,6,1,1,1,0,1,0,4,3,1,3,1,1,5,1,1,7,1,10,676,South,675,West
8,5,1,1,1,1,1,0,5,3,1,3,1,1,5,1,1,7,1,11,675,West,674,West
7,5,0,1,1,1,1,0,5,3,1,3,1,1,5,1,1,7,1,12,674,West,673,South
6,5,0,1,1,1,1,0,6,3,1,3,1,1,5,1,1,7,1,13,673,South,672,East
6,4,1,1,1,1,1,0,7,3,1,3,1,1,5,1,1,7,1,14,672,East,671,West
7,4,1,1,1,1,1,0,6,3,1,3,1,1,5,1,1,7,1,13,671,West,670,East
6,4,1,1,1,1,1,0,7,3,1,3,1,1,5,1,1,7,1,14,670,East,669,East
7,4,1,1,1,1,1,0,8,3,1,3,1,1,5,1,1,7,1,13,669,East,668,East
12,10,0,0,1,1,1,0,5,6,0,5,12,0,13,6,0,13,12,0,0,East,-1,East
13,10,0,1,1,1,1,0,6,6,0,6,12,0,12,6,0,13,12,0,-1,East,-2,South
14,10,0,1,1,1,1,0,6,6,0,7,12,0,12,5,0,12,12,0,-2,South,-3,South
14,9,1,1,1,1,1,0,5,6,0,7,12,0,12,6,0,11,12,0,-3,South,-4,South
14,8,1,1,1,1,1,0,5,5,0,7,12,0,12,6,0,11,12,0,-4,South,-5,South
14,7,1,1,1,0,1,0,4,5,0,6,12,0,13,6,0,10,12,0,-5,South,194,West
14,6,1,1,1,1,1,0,4,5,0,5,12,1,5,1,0,11,12,0,194,West,193,West
13,6,0,1,1,1,1,0,5,5,0,5,12,1,5,1,0,11,12,0,193,West,192,West
12,6,0,1,1,1,1,0,4,5,0,5,12,1,5,1,0,12,12,0,192,West,191,West
11,6,0,1,1,1,1,0,4,5,0,5,12,1,5,1,0,12,12,0,191,West,190,South
10,6,0,1,1,0,1,0,5,5,0,5,12,1,5,1,0,12,12,0,190,South,189,South
10,5,1,1,1,0,1,0,5,5,0,5,12,1,5,1,0,12,12,0,189,South,188,South
10,4,1,1,1,0,1,0,5,5,0,5,12,1,5,1,0,13,12,0,188,South,187,West
10,3,1,0,1,1,1,0,4,5,0,6,12,1,5,1,0,13,12,0,187,West,186,West
9,3,0,0,1,1,1,0,5,5,0,6,12,1,5,1,0,13,12,0,186,West,185,West
8,3,1,0,1,1,1,0,4,5,0,5,12,1,5,1,0,12,12,0,185,West,184,West
7,3,1,0,1,1,1,0,4,5,0,5,12,1,5,1,0,12,12,0,184,West,183,West
6,3,1,0,1,1,1,0,3,5,0,6,12,1,5,1,0,13,12,0,183,West,182,West
5,3,1,0,1,1,1,0,3,6,0,7,12,1,5,1,0,13,12,0,182,West,181,West
4,3,1,0,1,1,1,0,3,5,0,8,12,1,5,1,0,12,12,0,181,West,180,North
3,3,1,0,1,1,1,0,3,6,0,7,12,1,5,1,0,12,12,0,180,North,179,North
3,4,1,1,1,1,1,0,3,7,0,8,12,1,5,1,0,11,12,0,179,North,178,North
3,5,1,1,1,1,1,0,3,7,0,8,13,1,5,1,0,10,12,0,178,North,177,North
3,6,1,1,1,1,1,0,3,7,0,8,14,1,5,1,0,9,12,0,177,North,376,North
3,7,1,1,1,1,1,1,1,1,0,9,14,1,5,1,0,9,12,0,376,North,375,North
3,8,1,1,1,1,1,1,1,1,0,9,13,1,5,1,0,9,13,0,375,North,374,North
3,9,1,1,1,1,1,1,1,1,0,8,13,1,5,1,0,9,12,0,374,North,373,North
3,10,1,1,1,1,1,1,1,1,0,8,14,1,5,1,0,9,12,0,373,North,372,North
3,11,1,1,0,1,1,1,1,1,0,9,14,1,5,1,0,10,12,0,372,North,371,North
3,12,1,1,0,1,1,1,1,1,0,9,13,1,5,1,0,11,12,0,371,North,370,North
3,13,1,1,0,1,1,1,1,1,0,8,13,1,5,1,0,12,12,0,370,North,369,East
3,14,0,1,1,1,1,1,1,1,0,8,14,1,5,1,0,12,12,0,369,East,368,East
4,14,0,0,1,1,1,1,1,1,0,8,13,1,5,1,0,11,12,0,368,East,367,East
5,14,0,0,1,1,1,1,1,1,0,8,14,1,5,1,0,11,12,0,367,East,366,East
6,14,0,0,1,1,1,1,1,1,0,8,14,1,5,1,0,10,12,0,366,East,365,East
7,14,0,0,1,1,1,1,1,1,0,8,13,1,5,1,0,10,12,0,365,East,364,South
8,14,0,1,1,1,1,1,1,1,0,8,13,1,5,1,0,10,13,0,364,South,563,East
8,13,1,1,1,0,1,1,1,1,1,3,1,1,5,1,0,10,12,0,563,East,562,East
9,13,1,1,1,1,1,1,1,1,1,3,1,1,5,1,0,11,12,0,562,East,561,South
10,13,1,1,0,1,1,1,1,1,1,3,1,1,5,1,0,12,12,0,561,South,560,East
14,1,0,0,1,1,1,0,10,13,0,13,13,0,14,13,0,17,13,1,0,East,99,North
15,1,1,0,1,1,1,0,10,13,0,13,14,0,13,13,0,17,13,1,99,North,198,North
15,2,1,1,0,0,1,0,10,13,0,14,14,0,13,14,0,16,13,1,198,North,297,East
15,3,0,1,1,0,1,0,11,13,0,14,13,0,13,13,0,15,13,1,297,East,396,East
16,3,0,0,1,1,1,0,12,13,0,15,13,0,12,13,0,14,13,1,396,East,495,East
17,3,0,0,1,1,1,0,12,13,0,15,13,0,11,13,0,14,13,1,495,East,594,North
18,3,1,0,0,1,1,0,11,13,0,15,13,0,11,13,0,15,13,1,594,North,693,North
18,4,1,1,0,0,1,0,10,13,0,15,13,0,10,13,0,14,13,1,693,North,792,North
18,5,1,1,0,0,1,0,10,13,0,16,13,0,10,13,0,14,14,1,792,North,891,East
18,6,0,1,1,1,1,0,11,13,0,16,13,0,10,13,0,14,14,1,891,East,990,East
19,6,0,0,1,1,1,0,11,13,0,15,13,0,10,13,0,14,13,1,990,East,1089,East
20,6,0,0,1,1,1,0,10,13,0,15,13,0,10,13,0,14,14,1,1089,East,1188,North
21,6,1,1,0,1,1,0,10,13,0,15,13,0,11,13,0,14,13,1,1188,North,1287,North
21,7,1,1,0,0,1,0,10,13,0,14,13,0,11,13,0,14,14,1,1287,North,1386,North
21,8,1,1,0,0,1,0,11,13,0,13,13,0,12,13,0,14,13,1,1386,North,1485,North
21,9,1,1,1,1,1,0,10,13,0,14,13,0,12,13,0,14,14,1,1485,North,1584,North
21,10,1,1,0,0,1,0,11,13,0,13,13,0,13,13,0,14,15,1,1584,North,1683,North
21,11,1,1,0,0,1,0,12,13,0,13,13,0,13,13,0,15,15,1,1683,North,1782,North
21,12,1,1,0,0,1,0,13,13,0,13,14,0,13,14,0,15,16,1,1782,North,1881,West
21,13,1,1,1,1,1,0,14,13,0,14,14,0,13,15,0,15,16,1,1881,West,1880,West
20,13,0,0,1,1,1,0,14,14,0,14,13,0,13,15,0,15,17,2,1880,West,1879,North
19,13,1,1,1,0,1,0,13,14,0,13,13,0,13,15,0,15,17,3,1879,North,1878,North
19,14,1,1,0,0,1,0,13,14,0,12,13,0,13,14,0,15,18,2,1878,North,1877,West
19,15,0,1,0,1,1,0,13,14,0,11,13,0,13,15,0,15,18,2,1877,West,1876,West
18,15,0,0,1,1,1,0,13,14,0,10,13,0,12,15,0,15,18,3,1876,West,1875,West
17,15,0,0,1,1,1,0,13,14,0,11,13,0,12,15,0,15,17,3,1875,West,1874,West
16,15,0,0,1,1,1,0,14,14,0,12,13,0,12,16,0,15,18,3,1874,West,1873,North
15,15,1,0,1,1,1,0,13,14,0,11,13,0,12,17,0,15,17,3,1873,North,2072,South
15,16,1,1,0,0,1,0,13,13,0,11,13,0,12,17,1,7,1,2,2072,South,2071,West
15,15,1,0,1,1,1,0,12,13,0,12,13,0,12,16,1,8,1,3,2071,West,2070,West
14,15,0,1,1,1,1,0,13,13,0,13,13,0,12,15,1,8,1,4,2070,West,2069,West
13,15,0,1,1,1,1,0,12,13,0,14,13,0,12,15,1,8,1,4,2069,West,2268,East
12,15,1,0,1,1,1,0,13,13,0,14,13,1,5,1,1,8,1,3,2268,East,2267,East
13,15,0,1,1,1,1,0,14,13,0,14,13,1,5,1,1,7,1,4,2267,East,2266,South
14,15,0,1,1,1,1,0,13,13,0,14,14,1,6,1,1,6,1,4,2266,South,2465,South
1,18,0,1,1,0,1,0,5,9,0,11,3,0,17,6,0,25,13,0,0,South,-1,South
1,17,1,1,0,0,1,0,4,9,0,11,3,0,17,5,0,25,13,0,-1,South,-2,South
1,16,1,1,1,0,1,0,4,10,0,11,3,0,17,5,0,25,13,0,-2,South,-3,South
1,15,1,1,1,0,1,0,4,9,0,11,3,0,17,6,0,25,14,0,-3,South,-4,South
1,14,1,1,1,0,1,0,5,9,0,11,4,0,16,6,0,24,14,0,-4,South,-5,South
1,13,1,1,0,0,1,0,5,10,0,11,4,0,16,6,0,23,14,0,-5,South,-6,South
1,12,1,1,1,0,1,0,5,9,0,11,3,0,17,6,0,23,14,0,-6,South,-7,South
1,11,1,1,0,0,1,0,6,9,0,10,3,0,17,5,0,22,14,0,-7,South,-8,South
1,10,1,1,0,0,1,0,5,9,0,11,3,0,17,6,0,23,14,0,-8,South,-9,South
1,9,1,1,0,0,1,0,6,9,0,11,4,0,17,5,0,23,15,0,-9,South,-10,South
1,8,1,1,0,0,1,0,6,10,0,11,3,0,17,5,0,23,15,0,-10,South,-11,South
1,7,1,1,0,0,1,0,5,10,0,11,4,0,17,5,0,22,15,0,-11,South,-12,East
1,6,1,1,1,0,1,0,4,10,0,10,4,0,17,6,0,22,15,0,-12,East,-13,East
2,6,0,1,1,1,1,0,5,10,0,10,4,0,18,6,0,23,15,0,-13,East,-14,East
3,6,1,1,1,1,1,0,5,10,0,11,4,0,19,6,0,23,16,0,-14,East,-15,East
4,6,1,1,1,1,1,0,5,9,0,11,3,0,18,6,0,23,16,0,-15,East,-16,North
5,6,1,1,1,1,1,0,5,8,0,11,3,0,19,6,0,22,16,0,-16,North,-17,East
5,7,1,1,1,1,1,0,6,8,0,11,3,0,20,6,0,22,16,0,-17,East,-18,West
6,7,1,1,0,1,1,0,5,8,0,11,3,0,19,6,0,23,16,0,-18,West,-19,North
5,7,1,1,1,1,1,0,5,8,0,11,3,0,18,6,0,22,16,0,-19,North,180,East
5,8,1,1,1,1,1,1,1,1,0,10,3,0,17,6,0,21,16,0,180,East,179,South
6,8,1,1,0,1,1,1,1,1,0,10,3,0,16,6,0,21,17,0,179,South,178,South
6,7,1,1,0,1,1,1,1,1,0,10,3,0,15,6,0,20,17,0,178,South,177,East
6,6,1,0,1,1,1,1,1,1,0,9,3,0,14,6,0,21,17,0,177,East,176,East
7,6,0,0,1,1,1,1,1,1,0,8,3,0,13,6,0,20,17,0,176,East,175,South
8,6,1,1,1,1,1,1,1,1,0,7,3,0,13,7,0,21,17,0,175,South,174,South
8,5,1,1,1,0,1,1,1,1,0,8,3,0,13,7,0,20,17,0,174,South,373,East
8,4,1,1,1,0,1,1,1,1,1,3,1,0,13,7,0,19,17,0,373,East,372,East
9,4,1,1,1,1,1,1,1,1,1,3,1,0,13,7,0,18,17,0,372,East,371,East
10,4,1,1,1,1,1,1,1,1,1,3,1,0,13,7,0,17,17,0,371,East,370,North
11,4,1,1,0,1,1,1,1,1,1,3,1,0,13,8,0,18,17,0,370,North,369,North
11,5,1,1,0,1,1,1,1,1,1,3,1,0,13,7,0,19,17,0,369,North,368,North
11,6,1,1,0,1,1,1,1,1,1,3,1,0,13,7,0,19,18,0,368,North,367,North
11,7,1,1,0,1,1,1,1,1,1,3,1,0,13,8,0,20,18,0,367,North,366,North
11,8,1,1,0,1,1,1,1,1,1,3,1,0,14,8,0,20,18,0,366,North,365,North
11,9,1,1,0,1,1,1,1,1,1,3,1,0,13,8,0,20,18,0,365,North,364,North
11,10,1,1,0,1,1,1,1,1,1,3,1,0,13,9,0,21,18,0,364,North,363,North
11,11,1,1,0,1,1,1,1,1,1,3,1,0,14,9,0,21,18,0,363,North,362,East
11,12,0,1,1,1,1,1,1,1,1,3,1,0,14,10,0,21,18,0,362,East,361,East
12,12,0,0,1,1,1,1,1,1,1,3,1,0,14,10,0,20,18,0,361,East,360,East
13,12,0,1,1,1,1,1,1,1,1,3,1,0,14,11,0,19,18,0,360,East,359,East
14,12,1,1,1,1,1,1,1,1,1,3,1,0,15,11,0,20,18,0,359,East,358,South
15,12,0,1,1,1,1,1,1,1,1,3,1,0,15,11,0,20,17,0,358,South,557,East
15,11,1,1,1,1,1,1,1,1,1,3,1,1,5,1,0,19,17,0,557,East,556,East
16,11,1,1,1,1,1,1,1,1,1,3,1,1,5,1,0,19,17,0,556,East,555,East
17,11,1,1,1,1,1,1,1,1,1,3,1,1,5,1,0,20,17,0,555,East,554,East
18,11,1,1,1,1,1,1,1,1,1,3,1,1,5,1,0,20,17,0,554,East,553,East
19,11,1,1,1,1,1,1,1,1,1,3,1,1,5,1,0,20,16,0,553,East,552,North
20,11,1,1,0,1,1,1,1,1,1,3,1,1,5,1,0,20,16,0,552,North,551,North
20,12,1,1,0,1,1,1,1,1,1,3,1,1,5,1,0,20,16,0,551,North,550,North
20,13,1,1,0,1,1,1,1,1,1,3,1,1,5,1,0,21,16,0,550,North,549,North
20,14,1,1,0,1,1,1,1,1,1,3,1,1,5,1,0,21,17,0,549,North,548,East
20,15,1,1,1,0,1,1,1,1,1,3,1,1,5,1,0,21,17,0,548,East,547,West
21,15,1,0,1,1,1,1,1,1,1,3,1,1,5,1,0,20,17,0,547,West,546,North
20,15,1,1,1,0,1,1,1,1,1,3,1,1,5,1,0,20,17,0,546,North,545,North
20,16,1,1,1,0,1,1,1,1,1,3,1,1,5,1,0,19,17,0,545,North,544,West
1,6,0,1,1,0,1,0,6,4,0,8,6,0,11,3,0,16,6,0,0,East,-1,East
2,6,0,0,1,1,1,0,6,4,0,9,6,0,11,3,0,16,6,0,-1,East,-2,East
3,6,0,0,1,1,1,0,6,4,0,10,6,0,11,3,0,16,6,0,-2,East,-3,East
4,6,0,0,1,1,1,0,6,3,0,11,6,0,11,3,0,17,6,0,-3,East,-4,East
5,6,0,0,1,1,1,0,6,3,0,12,6,0,12,3,0,16,6,0,-4,East,-5,East
6,6,0,0,1,1,1,0,6,4,0,11,6,0,12,4,0,17,6,0,-5,East,-6,South
7,6,0,1,1,1,1,0,7,4,0,11,6,0,13,4,0,17,6,0,-6,South,-7,South
7,5,1,1,0,0,1,0,8,4,0,11,6,0,13,4,0,16,6,0,-7,South,-8,East
7,4,1,1,1,1,1,0,8,4,0,12,6,0,13,3,0,17,6,0,-8,East,191,East
8,4,0,1,1,1,1,1,1,1,0,13,6,0,13,4,0,16,6,0,191,East,190,East
9,4,0,1,1,1,1,1,1,1,0,14,6,0,12,4,0,16,6,0,190,East,189,East
10,4,0,1,1,1,1,1,1,1,0,14,6,0,13,4,0,15,6,0,189,East,188,East
11,4,0,1,1,1,1,1,1,1,0,14,5,0,14,4,0,16,6,0,188,East,187,East
12,4,0,1,1,1,1,1,1,1,0,14,4,0,14,5,0,15,6,0,187,East,186,East
13,4,0,1,1,1,1,1,1,1,0,14,4,0,14,5,0,15,6,0,186,East,585,East
14,4,1,1,1,1,1,1,1,1,1,3,1,1,5,1,0,16,6,0,585,East,584,East
15,4,0,1,1,1,1,1,1,1,1,3,1,1,5,1,0,17,6,0,584,East,583,North
16,4,1,1,1,1,1,1,1,1,1,3,1,1,5,1,0,16,6,0,583,North,582,North
16,5,1,1,0,0,1,1,1,1,1,3,1,1,5,1,0,17,6,0,582,North,581,East
1,11,0,1,1,0,1,0,6,5,0,6,9,0,8,11,0,14,6,14,0,East,-1,East
2,11,0,0,1,1,1,0,7,5,0,5,9,0,9,11,0,14,6,13,-1,East,-2,East
3,11,0,0,1,1,1,0,8,5,0,5,9,0,8,11,0,14,7,12,-2,East,-3,East
4,11,0,0,1,1,1,0,8,6,0,6,9,0,9,11,0,14,8,11,-3,East,-4,East
5,11,0,1,1,1,1,0,8,6,0,7,9,0,9,11,0,14,9,10,-4,East,-5,East
6,11,0,1,1,1,1,0,9,6,0,8,9,0,8,11,0,14,9,9,-5,East,-6,East
7,11,0,0,1,1,1,0,10,6,0,7,9,0,8,11,0,14,8,8,-6,East,193,West
8,11,0,0,1,1,1,0,10,7,0,6,9,1,5,1,0,15,8,7,193,West,192,West
7,11,0,0,1,1,1,0,9,7,0,6,9,1,5,1,0,15,7,8,192,West,191,South
6,11,0,1,1,1,1,0,9,7,0,6,8,1,5,1,0,14,7,9,191,South,190,South
6,10,1,1,0,1,1,0,8,7,0,7,8,1,5,1,0,14,6,8,190,South,189,East
6,9,1,1,1,1,1,0,7,7,0,7,8,1,5,1,0,14,7,7,189,East,188,South
7,9,0,1,1,1,1,0,6,7,0,7,8,1,5,1,0,14,6,6,188,South,387,West
7,8,1,1,1,1,1,0,6,8,1,3,1,1,5,1,0,14,7,5,387,West,586,East
6,8,1,1,1,1,1,1,1,1,1,3,1,1,5,1,0,14,8,6,586,East,585,East
7,8,1,1,1,1,1,1,1,1,1,3,1,1,5,1,0,14,9,5,585,East,584,East
8,8,1,1,1,1,1,1,1,1,1,3,1,1,5,1,0,14,8,4,584,East,583,East
9,8,1,1,1,1,1,1,1,1,1,3,1,1,5,1,0,14,8,3,583,East,582,North
10,8,1,1,0,1,1,1,1,1,1,3,1,1,5,1,0,14,9,2,582,North,581,East
10,9,1,1,1,1,1,1,1,1,1,3,1,1,5,1,0,15,9,3,581,East,580,East
11,9,1,0,1,1,1,1,1,1,1,3,1,1,5,1,0,15,8,4,580,East,579,East
12,9,0,1,1,1,1,1,1,1,1,3,1,1,5,1,0,15,9,3,579,East,578,East
13,9,0,1,1,1,1,1,1,1,1,3,1,1,5,1,0,16,9,2,578,East,577,East
12,10,0,0,1,1,1,0,5,6,0,5,12,0,13,6,0,13,12,0,0,East,-1,East
13,10,0,1,1,1,1,0,5,6,0,5,12,0,12,6,0,13,12,0,-1,East,-2,South
14,10,0,1,1,1,1,0,6,6,0,6,12,0,11,6,0,12,12,0,-2,South,-3,South
14,9,1,1,1,1,1,0,5,6,0,6,12,0,12,6,0,11,12,0,-3,South,-4,South
14,8,1,1,1,1,1,0,6,6,0,6,12,0,11,6,0,11,12,0,-4,South,-5,South
14,7,1,1,1,0,1,0,6,6,0,6,12,0,12,6,0,10,12,0,-5,South,-6,West
14,6,1,1,1,1,1,0,6,5,0,6,12,0,13,6,0,11,12,0,-6,West,193,West
13,6,0,1,1,1,1,0,6,4,0,6,12,1,5,1,0,12,12,0,193,West,192,West
12,6,0,1,1,1,1,0,6,5,0,7,12,1,5,1,0,13,12,0,192,West,191,West
11,6,0,1,1,1,1,0,7,5,0,8,12,1,5,1,0,12,12,0,191,West,190,South
10,6,0,1,1,0,1,0,6,5,0,8,12,1,5,1,0,12,12,0,190,South,189,South
10,5,1,1,1,0,1,0,6,6,0,9,12,1,5,1,0,13,12,0,189,South,188,South
10,4,1,1,1,0,1,0,7,6,0,9,13,1,5,1,0,13,12,0,188,South,187,West
10,3,1,0,1,1,1,0,8,6,0,10,13,1,5,1,0,12,12,0,187,West,186,West
9,3,0,0,1,1,1,0,8,6,0,10,12,1,5,1,0,13,12,0,186,West,185,West
8,3,1,0,1,1,1,0,7,6,0,9,12,1,5,1,0,12,12,0,185,West,184,East
7,3,1,0,1,1,1,0,8,6,0,9,13,1,5,1,0,11,12,0,184,East,183,North
8,3,1,0,1,1,1,0,8,6,0,9,14,1,5,1,0,10,12,0,183,North,182,West
8,4,1,1,0,1,1,0,7,6,0,9,13,1,5,1,0,10,13,0,182,West,181,West
7,4,1,1,1,1,1,0,6,6,0,10,13,1,5,1,0,10,13,0,181,West,180,West
6,4,1,1,1,1,1,0,5,6,0,10,13,1,5,1,0,10,14,0,180,West,179,North
5,4,1,1,1,1,1,0,5,6,0,10,14,1,5,1,0,10,14,0,179,North,378,West
5,5,1,1,1,1,1,1,1,1,0,10,14,1,5,1,0,9,14,0,378,West,377,West
4,5,1,1,1,1,1,1,1,1,0,10,13,1,5,1,0,9,14,0,377,West,376,North
3,5,1,1,1,1,1,1,1,1,0,10,12,1,5,1,0,9,13,0,376,North,375,North
3,6,1,1,1,1,1,1,1,1,0,10,12,1,5,1,0,9,13,0,375,North,374,North
3,7,1,1,1,1,1,1,1,1,0,10,12,1,5,1,0,9,12,0,374,North,373,North
3,8,1,1,1,1,1,1,1,1,0,10,12,1,5,1,0,9,13,0,373,North,372,North
